Timestamp,Animal,Staff,Log Type,Date,Time,Feeding Log,Did you feed all individuals? ,"If not, who did you feed?",What did you feed? (Weight per animal) [<1/4 lb],What did you feed? (Weight per animal) [1/4 lb],What did you feed? (Weight per animal) [1/2 lb],What did you feed? (Weight per animal) [3/4 lb],What did you feed? (Weight per animal) [1 lb],What did you feed? (Weight per animal) [1.25 lb],What did you feed? (Weight per animal) [1.5 lb],What did you feed? (Weight per animal) [1.75 lb],What did you feed? (Weight per animal) [2 lb],What did you feed? (Weight per animal) [5 lb],What did you feed? (Weight per animal) [10 lb],What did you feed? (Weight per animal) [15 lb],What did you feed? (Weight per animal) [20 lb],If other,Deer feed scoops,Observation Log,Observation Type,Finding,Habitat Cleaning Log,Description of cleaning,Enrichment Log,Which individuals in habitat?,Enrichment type,Enrichment type details,Time In,Time Out,Response,Notes,Medical Logs,Animal Name,Encounter Type,Injury Log,Type,Injury description,Exam Type,Animal sedated?,Vet notified?,Vet response,Did you administer medication?,Sedation Log,Sedation medication used,Which sedation kit was used?,Administration method,Dose,Time administered,Time to respond,Medication Log,Type,Dose,Administration Route,Did animal take medication?,Did you sedate?,Vet Log,Type,Vet name,Type,Location,Notes,Reminders,Reminder Date,Reminder/Note
9/30/2023 16:48,Wolf,Krystal,Feeding/Observation,9/30/2023,2:00:00 PM,,Yes,,,,,,,,,,,,Nebraska Brand,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023 13:04,Wolf,Krystal,Habitat Cleaning/Observation,9/30/2023,12:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Weedeating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023 11:46,Wolf,Krystal,Observation,9/30/2023,10:00:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023 9:35,Bobcat,Krystal,Feeding/Observation,9/30/2023,9:00:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2023 18:03,Bobcat,Krystal,Feeding/Observation,9/29/2023,6:00:00 PM,,Yes,,,,,,Whole prey,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2023 18:03,Bobcat,Krystal,Enrichment/Observation,9/29/2023,6:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food,Whole cornish hen a piece,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2023 16:46,Wolf,Krystal,Habitat Cleaning/Observation,9/29/2023,3:30:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2023 10:32,Bobcat,John,Feeding/Observation,9/29/2023,9:00:00 AM,,Yes,,OTHER,,,,,,,,,,,,,1 egg each,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2023 17:13,Bobcat,Krystal,Feeding/Observation,9/28/2023,5:11:00 PM,,Yes,,,,Chicken,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2023 12:47,Wolf,Krystal,Observation,9/28/2023,12:30:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2023 9:20,Bobcat,John,Feeding/Observation,9/28/2023,8:50:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2023 17:12,Bobcat,Krystal,Feeding/Observation,9/28/2023,5:11:00 AM,,Yes,,,,Chicken,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2023 18:31,Wolf,John,Feeding/Observation,9/27/2023,2:00:00 PM,,Yes,,,,,,,,,,,Whole prey,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2023 18:33,Wolf,John,Enrichment/Observation,9/27/2023,2:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food and novel environment ,Wolves were given whole prey items a fawn and rabbits.  Also moved the pack of 3 to pen 3 which is new for them.,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2023 17:12,Bobcat,Tyler,Feeding/Observation,9/26/2023,5:10:00 PM,,Yes,,OTHER,,Nebraska Brand,,,,,,,,,,,Egg,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2023 17:07,Wolf,Tyler,Observation,9/26/2023,4:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2023 9:43,Bobcat,Bob,Feeding/Observation,9/26/2023,9:45:00 AM,,Yes,,,,,,Whole prey,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2023 19:42,Bobcat,John,Feeding/Observation,9/25/2023,7:30:00 PM,,Yes,,,,OTHER,,,,,,,,,,,Pork sirloin ,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2023 11:19,Wolf,Krystal,Habitat Cleaning/Observation,9/25/2023,11:00:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2023 10:21,Bobcat,Krystal,Feeding/Observation,9/25/2023,10:20:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2023 16:31,Bobcat,Bob,Feeding/Observation,9/24/2023,4:30:00 PM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2023 14:09,Bobcat,Tyler,Enrichment/Observation,9/24/2023,11:30:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food,Ck feet,11:25:00 AM,11:30:00 AM,3,Hid ck feet in enclosure. Cash interested but Carter not.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2023 10:52,Wolf,Tyler,Observation,9/24/2023,10:00:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2023 9:11,Bobcat,Tyler,Feeding/Observation,9/24/2023,9:00:00 AM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2023 19:11,Bobcat,Tyler,Feeding/Observation,9/23/2023,4:00:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2023 15:14,Bobcat,Tyler,Enrichment/Observation,9/23/2023,3:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food,2x eggs,3:00:00 PM,3:13:00 PM,3,Carter ate both eggs. He carried them around. Cash was largely uninterested ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2023 14:40,Wolf,Tyler,Feeding/Observation,9/23/2023,2:00:00 PM,,Yes,,,,,,Nebraska Brand,,,,Nebraska Brand,Nebraska Brand,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2023 11:54,Wolf,Tyler,Observation,9/23/2023,10:00:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2023 8:40,Bobcat,Tyler,Feeding/Observation,9/23/2023,8:30:00 AM,,Yes,,,"Nebraska Brand, OTHER",,,,,,,,,,,,Pork,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2023 8:41,Wolf,Tyler,Observation,9/23/2023,8:20:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2023 19:48,Bobcat,John,Feeding/Observation,9/22/2023,6:45:00 PM,,Yes,,,"Whole prey, OTHER",,,,,,,,,,,,Pork tenderloins ,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2023 17:27,Wolf,John,Observation,9/22/2023,5:20:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2023 15:16,Bobcat,John,Habitat Cleaning/Observation,9/22/2023,12:45:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Pad cleaning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2023 9:49,Bobcat,Laura,Feeding/Observation,9/22/2023,9:45:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2023 18:34,Wolf,Tyler,Observation,9/21/2023,6:30:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2023 9:09,Bobcat,John,Feeding/Observation,9/21/2023,9:00:00 AM,,Yes,,OTHER,,Nebraska Brand,,,,,,,,,,,1 egg each,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2023 20:20,Bobcat,Laura,Feeding/Observation,9/20/2023,5:30:00 PM,,Yes,,,"Nebraska Brand, Chicken",,,,,,,,,,,,+ 1 egg each,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2023 14:24,Wolf,Tyler,Feeding/Observation,9/20/2023,2:00:00 PM,,Yes,,,,,,,,,,Nebraska Brand,Nebraska Brand,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2023 8:26,Bobcat,Tyler,Feeding/Observation,9/20/2023,8:20:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DPE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2023 15:40,Bobcat,Tyler,Feeding/Observation,9/19/2023,3:30:00 PM,,Yes,,,,Chicken,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2023 15:34,Wolf,Tyler,Observation,9/19/2023,9:30:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2023 8:15,Bobcat,Tyler,Feeding/Observation,9/19/2023,8:15:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2023 12:52,Bobcat,Miranda,Observation,9/18/2023,6:50:00 PM,,,,,,,,,,,,,,,,,,,,DVE,Left inside habitat area has gap wide enough for bobcats to escape through. Both gates on the same Quarantine habitat are not functioning properly. Kept both in right side (wood lid) overnight with water access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2023 19:23,Bobcat,Miranda,Habitat Cleaning/Observation,9/18/2023,6:10:00 PM,,,,,,,,,,,,,,,,,,,,DVE,Cash obsessed w watching clean and spraying,,"Pad cleaning, Waste removal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2023 19:24,Bobcat,Miranda,Feeding/Observation,9/18/2023,6:05:00 PM,,Yes,,,,Chicken,,,,,,,,,,,,,,DVE,Cash abandoned chicken to watch me clean for a while,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2023 16:43,Wolf,John,Observation,9/18/2023,10:00:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2023 19:22,Bobcat,Miranda,Feeding/Observation,9/17/2023,6:30:00 PM,,Yes,,Whole prey,Nebraska Brand,,,,,,,,,,,,,,,DVE,"Wrapped ea adult mouse in NB, Cash separated his and ate mice first, slow to NB. Carter ate all quickly ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2023 9:08,Bobcat,John,Feeding/Observation,9/17/2023,8:50:00 AM,,Yes,,OTHER,,Nebraska Brand,,,,,,,,,,,1 egg each,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2023 16:53,Bobcat,John,Feeding/Observation,9/16/2023,4:45:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2023 16:55,Bobcat,John,Enrichment/Observation,9/16/2023,3:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food/scent,Deer tail and a bag with catnip soaked paper towel.,,,5,Cash is much more reactive to scent while Carter tends to react more towards food.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2023 16:52,Wolf,John,Feeding/Observation,9/16/2023,2:00:00 PM,,Yes,,,,,,,,,,,,Nebraska Brand,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2023 9:42,Bobcat,John,Feeding/Observation,9/16/2023,9:15:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2023 19:50,Bobcat,Krystal,Enrichment/Observation,9/15/2023,7:48:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food,Whole rabbits,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2023 19:51,Bobcat,Krystal,Feeding/Observation,9/15/2023,7:48:00 PM,,Yes,,,,,,Whole prey,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2023 11:32,Wolf,Krystal,Medical,9/15/2023,10:39:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yonah,Sedation,,,,,,,,,,BAM Reversal,Wolf,Dart gun,"1.4 cc Atipamezole, 0.5 cc Nlatrexone",10:39:00 AM,10:45:00 AM,,,,,,,,,,,,,,,
9/15/2023 11:34,Wolf,Krystal,Medical,9/15/2023,10:25:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yonah,Vet Visit,,,,,,,,,,,,,,,,,,,,,,,,Sara Anderson,Yearly Assessment ,On-Site,"48. 65 kg, satisfactory exam ",,,
9/15/2023 11:36,Wolf,Krystal,Medical,9/15/2023,10:25:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yonah,Vaccine,,,,,,,,,,,,,,,,,,,,,,,"Rabies, Canine Distemper - Adenovirus Type 2 Parainfluenza - Parvovirus, Leptospira Canicola - Grippotyphosa - Icterohaemorrhagiae - Pomona Bacterin",,,,,,,
9/15/2023 11:32,Wolf,Krystal,Medical,9/15/2023,10:04:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yonah,Sedation,,,,,,,,,,BAM sedation,Wolf,Dart gun,0.8 cc,10:04:00 AM,10:20:00 AM,,,,,,,,,,,,,,,
9/15/2023 13:49,Wolf,Krystal,Medical,9/15/2023,9:50:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ela,Medication,,,,,,,,,,,,,,,,,BAM,0.1 cc,Shot out of syringe on syringe pole,No,,,,,,,,,,
9/15/2023 13:50,Wolf,Krystal,Medical,9/15/2023,9:50:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yonah,Medication,,,,,,,,,,,,,,,,,BAM (Wolf),0.7 cc,Dart missed animal ,No,,,,,,,,,,
9/15/2023 11:39,Wolf,Krystal,Medical,9/15/2023,9:36:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ela,Sedation,,,,,,,,,,BAM Reversal,Wolf,Dart gun,"2 cc Atipamezole, 0.5 cc Naltrexone ",9:36:00 AM,9:56:00 AM,,,,,,,,,,,,,,,
9/15/2023 11:41,Wolf,Krystal,Medical,9/15/2023,9:17:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ela,Vet Visit,,,,,,,,,,,,,,,,,,,,,,,,Sara Anderson,Yearly Assessment,On-Site,"Gave 0.5 cc Bam at 8:22, 0.1 cc Bam at 8:55, and 0.1 cc BAM 9:09. Gave 1 cc Atipamezole at 9:36, and 1 cc at 9:49. Satisfactory assessment. 40.2 kg. ",,,
9/15/2023 11:41,Wolf,Krystal,Medical,9/15/2023,9:17:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ela,Vaccine,,,,,,,,,,,,,,,,,,,,,,,"Rabies, Canine Distemper - Adenovirus Type 2 Parainfluenza - Parvovirus, Leptospira Canicola - Grippotyphosa - Icterohaemorrhagiae - Pomona Bacterin",,,,,,,
9/15/2023 14:35,Wolf,Krystal,Observation,9/15/2023,9:00:00 AM,,,,,,,,,,,,,,,,,,,,DPE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2023 11:37,Wolf,Krystal,Medical,9/15/2023,8:22:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ela,Sedation,,,,,,,,,,BAM sedation,Wolf,Dart gun,0.7 cc,8:55:00 AM,9:17:00 AM,,,,,,,,,,,,,,,
9/15/2023 11:50,Bobcat,John,Feeding/Observation,9/15/2023,8:00:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2023 19:49,Bobcat,Krystal,Feeding/Observation,9/15/2023,7:48:00 AM,,Yes,,,,,,Whole prey,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2023 14:34,Wolf,Krystal,Observation,9/15/2023,7:45:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2023 13:24,Wolf,Krystal,Habitat Cleaning/Observation,9/14/2023,12:55:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2023 9:31,Bobcat,John,Feeding/Observation,9/14/2023,9:25:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2023 19:41,Bobcat,Laura,Feeding/Observation,9/13/2023,5:40:00 PM,,Yes,,,"Nebraska Brand, OTHER",,,,,,,,,,,,"3 mice, 1 egg",,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2023 15:05,Bobcat,Tyler,Observation,9/13/2023,3:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2023 15:05,Wolf,Tyler,Feeding/Observation,9/13/2023,2:00:00 PM,,Yes,,,,,,,,,,Nebraska Brand,Nebraska Brand,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2023 8:39,Bobcat,Tyler,Feeding/Observation,9/13/2023,8:30:00 AM,,Yes,,,,Chicken,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2023 8:40,Bobcat,Tyler,Habitat Cleaning/Observation,9/13/2023,8:30:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Pad cleaning, Water change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2023 8:40,Reminder/Note,Tyler,Reminder/Note,9/13/2023,8:30:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/13/2023,Bobcat bedding needs changed
9/12/2023 17:06,Bobcat,Krystal,Feeding/Observation,9/12/2023,5:00:00 PM,,Yes,,Whole prey,Nebraska Brand,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2023 17:08,Bobcat,Krystal,Enrichment/Observation,9/12/2023,5:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food,8 mice given ,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2023 15:27,Wolf,Krystal,Observation,9/12/2023,11:40:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2023 9:28,Bobcat,Krystal,Feeding/Observation,9/12/2023,9:20:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2023 18:39,Bobcat,Miranda,Feeding/Observation,9/11/2023,6:35:00 PM,,Yes,,,,Chicken,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2023 10:10,Wolf,Krystal,Observation,9/11/2023,10:00:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2023 9:39,Bobcat,Krystal,Feeding/Observation,9/11/2023,9:30:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2023 16:52,Bobcat,John,Feeding/Observation,9/10/2023,4:45:00 PM,,Yes,,,,,Chicken,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2023 16:54,Bobcat,John,Enrichment/Observation,9/10/2023,4:45:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food,Food in bags and food hidden across habitat.  Also 2 scent bags with vanilla.,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2023 11:30,Bobcat,John,Feeding/Observation,9/10/2023,11:30:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2023 11:28,Wolf,John,Observation,9/10/2023,11:00:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2023 11:32,Deer,John,Observation,9/10/2023,9:00:00 AM,,,,,,,,,,,,,,,,,,,,Found both deer deceased.,Detailed report in hard copy. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2023 18:25,Bobcat,Miranda,Feeding/Observation,9/9/2023,6:18:00 PM,,Yes,,,,Chicken,,,,,,,,,,,,,,DVE,"Carter not there at first, i did not have food with me. He was there when came back out with food moments later. Carter excellent, cash growling but no swiping through gate. Closed gates while eating. Carter still finishing his when i left but cash was pacing by me/trAys expectantly ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2023 15:05,Bobcat,John,Enrichment/Observation,9/9/2023,3:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food and scent ,Box with catnip and chicken feet. Also a paper towel tube with vanilla.,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2023 14:59,Wolf,John,Feeding/Observation,9/9/2023,2:00:00 PM,,Yes,,,,,,,,,,,,Nebraska Brand,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2023 9:19,Deer,John,Feeding/Observation,9/9/2023,9:15:00 AM,,Yes,,,Fresh Vegetables,,,,,,,,,,,,,6 lbs,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2023 9:18,Bobcat,John,Feeding/Observation,9/9/2023,9:00:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2023 19:54,Bobcat,Krystal,Feeding/Observation,9/8/2023,7:50:00 PM,,Yes,,,OTHER,Chicken,,,,,,,,,,,Pork cop,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2023 19:53,Wolf,Krystal,Habitat Cleaning/Observation,9/8/2023,6:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2023 16:02,Bobcat,Krystal,Habitat Cleaning/Observation,9/8/2023,3:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Pad cleaning, Pond cleaning, Waste removal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2023 13:56,Deer,Krystal,Habitat Cleaning/Observation,9/8/2023,1:45:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Pad cleaning, Water change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2023 12:17,Bobcat,John,Feeding/Observation,9/8/2023,12:00:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2023 9:53,Deer,John,Feeding/Observation,9/8/2023,9:15:00 AM,,Yes,,,,Fresh Vegetables,,,,,,,,,,,,6 lbs,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2023 17:05,Bobcat,Krystal,Feeding/Observation,9/7/2023,5:00:00 PM,,Yes,,,,,,Whole prey,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
