Timestamp,Animal,Staff,Log Type,Date,Time,Feeding Log,Did you feed all individuals? ,"If not, who did you feed?",What did you feed? (Weight per animal) [<0.15 lb],What did you feed? (Weight per animal) [0.25 lb],What did you feed? (Weight per animal) [0.5 lb],What did you feed? (Weight per animal) [0.75 lb],What did you feed? (Weight per animal) [1 lb],What did you feed? (Weight per animal) [1.25 lb],What did you feed? (Weight per animal) [1.5 lb],What did you feed? (Weight per animal) [1.75 lb],What did you feed? (Weight per animal) [2 lb],What did you feed? (Weight per animal) [5 lb],What did you feed? (Weight per animal) [10 lb],What did you feed? (Weight per animal) [15 lb],What did you feed? (Weight per animal) [20 lb],Additional weight information,Extra Food Info,If other,Amount_fed,Food_type,Deer feed scoops,Observation Type,Finding
11/20/2023 16:56,Red Fox,Krystal,Feeding/Observation,11/20/2023,4:30:00 PM,,Yes,,Whole prey,,,,,,,,,,,,,,,,,,,DVE,NSF
11/20/2023 17:12,Bobcat,Miranda,Feeding/Observation,11/20/2023,2:30:00 PM,,Yes,,OTHER,,,,,,,,,,,,,,,Deer organ,,,,DVE,NSF
11/20/2023 13:46,Bobcat,Miranda,Feeding/Observation,11/20/2023,9:20:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,Fed Nb in cardboard tubes
11/20/2023 9:30,Red Fox,Krystal,Feeding/Observation,11/20/2023,9:15:00 AM,,Yes,,"Nebraska Brand, OTHER",,,,,,,,,,,,,,,"Half of can sardines, 1/4 scoop mazuri ",,,,DVE,NSF
11/19/2023 10:00,Bobcat,Bob,Feeding/Observation,11/19/2023,10:00:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
11/19/2023 10:01,Red Fox,Bob,Feeding/Observation,11/19/2023,10:00:00 AM,,Yes,,,"Nebraska Brand, Fresh Fruit",,,,,,,,,,,,,,,,,,DVE,NSF
11/18/2023 16:07,Bobcat,Bob,Feeding/Observation,11/18/2023,4:00:00 PM,,Yes,,,,,,Whole prey,,,,,,,,,,,,,,,DVE,NSF
11/18/2023 16:08,Red Fox,Bob,Feeding/Observation,11/18/2023,4:00:00 PM,,Yes,,,,Whole prey,,,,,,,,,,,,,,,,,DVE,NSF
11/18/2023 15:59,Wolf,Bob,Feeding/Observation,11/18/2023,2:00:00 PM,,Yes,,,,,,,,,,,OTHER,Whole prey,,Nebraska Brand,,,Beef,,,,DVE,NSF
11/18/2023 9:14,Bobcat,Bob,Feeding/Observation,11/18/2023,9:10:00 AM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
11/18/2023 9:16,Red Fox,Bob,Feeding/Observation,11/18/2023,9:10:00 AM,,Yes,,"Fish, OTHER",Nebraska Brand,,,,,,,,,,,,,,Mazuri,,,,DVE,NSF
11/17/2023 16:44,Bobcat,Krystal,Feeding/Observation,11/17/2023,4:30:00 PM,,Yes,,,,Chicken,OTHER,,,,,,,,,,,,,,,,DVE,NSF
11/17/2023 16:45,Red Fox,Krystal,Feeding/Observation,11/17/2023,4:15:00 PM,,Yes,,,Whole prey,,,,,,,,,,,,,,,,,,DVE,NSF
11/17/2023 11:11,Bobcat,Krystal,Feeding/Observation,11/17/2023,9:30:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
11/17/2023 11:11,Red Fox,Krystal,Feeding/Observation,11/17/2023,9:00:00 AM,,Yes,,OTHER,Nebraska Brand,,,,,,,,,,,,,,Nb with mazuri,,,,DVE,NSF
11/16/2023 16:46,Bobcat,Krystal,Feeding/Observation,11/16/2023,4:45:00 PM,,Yes,,,,OTHER,,,,,,,,,,,,,Beef stew,,,,DVE,NSF
11/16/2023 16:48,Red Fox,Krystal,Feeding/Observation,11/16/2023,4:40:00 PM,,Yes,,,OTHER,,,,,,,,,,,,,,"O.31 pounds of mazuri, beef stew, nb, and sardines",,,,DVE,NSF
11/16/2023 13:57,Red Fox,Miranda,Feeding/Observation,11/16/2023,9:30:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,.3 NB each,,,,DVE,"NSF jamie not eat right away, in airlock area. Had to lift dish and move bc sabre finished hers and was eying his bowl. Did see jamie eat. Mazuri tabs were mixed in w the NB"
11/16/2023 13:55,Bobcat,Miranda,Feeding/Observation,11/16/2023,9:00:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,.55 lb NB ea,,,,DVE,"Nsf, tossed over side again"
11/16/2023 8:40,Bobcat,Krystal,Feeding/Observation,11/15/2023,4:45:00 PM,,Yes,,,,,Nebraska Brand,,,,,,,,,,,,,,,,DVE,NSF
11/16/2023 8:40,Red Fox,Krystal,Feeding/Observation,11/15/2023,4:40:00 PM,,Yes,,,,Whole prey,,,,,,,,,,,,,,,,,DVE,NSF
11/15/2023 14:33,Wolf,John,Feeding/Observation,11/15/2023,1:45:00 PM,,Yes,,,,,,Chicken,,,,,"Nebraska Brand, OTHER",,,,,,"Ribs, ribeye steak, cornish hens, deer heart.",,,,DVE,NSF
11/15/2023 14:08,Bobcat,Miranda,Feeding/Observation,11/15/2023,12:00:00 PM,,Yes,,,,,,,,,,Whole prey,,,,,,,Duck from twra,,,,DVE,"Cashwent for it atfirst, but neither ate it"
11/15/2023 9:24,Red Fox,John,Feeding/Observation,11/15/2023,9:15:00 AM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
11/15/2023 14:07,Bobcat,Miranda,Feeding/Observation,11/15/2023,9:10:00 AM,,No,Carter,,Nebraska Brand,,,,,,,,,,,,,,".3lb NB intended for each, cash got 0 and carter .6",,,,DVE,"When both on respective sides, tossed food in, bith went to one, and carter ate both piles"
11/14/2023 16:55,Bobcat,Krystal,Feeding/Observation,11/14/2023,4:50:00 PM,,Yes,,,,OTHER,,Chicken,,,,,,,,,,,Beef stew,,,,DVE,"Cash ate all the beef stew, carter got nothing. Went back and gave whole chickens "
11/14/2023 16:56,Red Fox,Krystal,Feeding/Observation,11/14/2023,4:45:00 PM,,Yes,,,"Fresh Fruit, OTHER",,,,,,,,,,,,,,Beef stew ,,,,DVE,NSF
11/14/2023 9:21,Red Fox,Krystal,Feeding/Observation,11/14/2023,9:10:00 AM,,Yes,,"Fish, OTHER",Nebraska Brand,,,,,,,,,,,,,,1/4 scoop mazuri ,,,,DVE,NSF
11/14/2023 9:22,Bobcat,Miranda,Feeding/Observation,11/14/2023,9:00:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
11/14/2023 13:04,Bobcat,Miranda,Feeding/Observation,11/14/2023,9:00:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,.57 NB each,,,,DVE,"No TS only feeding. Carterclimbed up fence, went to TO, stood behind curtain 20s, then carter two paws up, accepted. Next time any paws up will lead to timeout"
11/13/2023 16:47,Red Fox,Krystal,Feeding/Observation,11/13/2023,4:45:00 PM,,Yes,,Fresh Vegetables,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
11/13/2023 16:46,Bobcat,Krystal,Feeding/Observation,11/13/2023,4:40:00 PM,,Yes,,,,OTHER,,,,,,,,,,,,,Steak ,,,,DVE,NSF
11/13/2023 9:26,Red Fox,Krystal,Feeding/Observation,11/13/2023,9:20:00 AM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
11/13/2023 9:25,Bobcat,Krystal,Feeding/Observation,11/13/2023,9:15:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
11/12/2023 21:13,Red Fox,Miranda,Feeding/Observation,11/12/2023,5:00:00 PM,,Yes,,,,Whole prey,,,,,,,,,,,,,,,,,DVE,"NSF saw noth eat, refused veg from am, kept in overnight "
11/12/2023 21:11,Bobcat,Miranda,Feeding/Observation,11/12/2023,4:45:00 PM,,Yes,,"Nebraska Brand, OTHER",Whole prey,,,,,,,,,,,,,,".25 NB combined w filet minon chunks each, .25lb xlm each. W 1 mouse each given during clean (in addition)",,,,DVE,"Carter did climb in back area, cash too. This waz shoetky after incident. I left on TIME OUT, ca,e back and neither climbed but paced rapidly. Did not attempt training just fed. "
11/12/2023 21:12,Bobcat,Miranda,Feeding/Observation,11/12/2023,11:20:00 AM,,Yes,,Whole prey,,,,,,,,,,,,,,,1 xlm each and a few dry treats each for gatings during clean. ,,,,DVE,NSF
11/12/2023 9:44,Red Fox,Miranda,Feeding/Observation,11/12/2023,9:15:00 AM,,Yes,,,"Nebraska Brand, Fresh Vegetables",,,,,,,,,,,,,,Veg was green beans and baby carrots ,,,,DVE,"Nsf, jamie came outlooking for cache again,carried some NB out there but looms like he ate it there. Sabre started eating once food placed there, she later exited kennel to takeNB from Jamie dish, she did eat some of hismeat"
11/12/2023 9:46,Bobcat,Miranda,Feeding/Observation,11/12/2023,9:05:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,About .4 lb NB each,,,,DVE,"Both still showing high hunger, two paws on ground and pacing. Carter ate more slowly than cash,but cash did not go to steal food. Worked attention on NR, not as bad as yesterday "
11/12/2023 9:40,Red Fox,Miranda,Feeding/Observation,11/11/2023,5:00:00 PM,,Yes,,,,Chicken,,,,,,,,,,,,,,,,,DVE,"Did see sabre start to eat chicken, jamie did not eat chicken right away, came to outside area looking for food from his caches (didnt see him find anything in there). Rendered 1/2 veg from pee in dish"
11/12/2023 9:36,Bobcat,Miranda,Feeding/Observation,11/11/2023,4:50:00 PM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,,,,,Small dead mole? Rodent in enclosure,"Both were still very hungry w heavy pacing, only worked attention. "
11/12/2023 9:35,Bobcat,Miranda,Feeding/Observation,11/11/2023,2:45:00 PM,,No,Saw carter eat did not see cash,,Chicken,,,,,,,,,,,,,,,,,,DVE,NSF
11/12/2023 9:30,Wolf,Miranda,Feeding/Observation,11/11/2023,2:00:00 PM,,Yes,,,,,,,,,,,,,,"Nebraska Brand, OTHER",,,"About 17lb nb winema and ahuli, 1 ribeye and 5 chicken legs, 23lb nb and 8 chicken legs and one ribeye for yonah, ela, and bodaway ",,,,DVE,"Ahuli and winema fed first, some vocals and following from ela as winema carried food along the barrier. Ahuli eating NB and chicken after waiting a little when winema left. All of the front three at fence catching food to eat. Bodaway and ela ea had one end of chicken leg but bodaway gave it up. Saw all eat, no further displacement than that. "
11/11/2023 12:57,Red Fox,Miranda,Feeding/Observation,11/11/2023,9:20:00 AM,,No,"Jamie, food offered but no visual on sabre eating",,"Nebraska Brand, Fresh Vegetables",,,,,,,,,,,,,,Cucumber is veg,,,,DVE,"Sabre in corner behind kennel, she came up to sniff the food bowl, but went to other side and pacing while i got poop out of kennel. Did not see her eat. Jamie took food to new spot and ate, he did look for his previously cached food in airlock but none there, pretty sure he ate sabre meathe ate"
11/11/2023 12:43,Bobcat,Miranda,Feeding/Observation,11/11/2023,9:10:00 AM,,Yes,,OTHER,Nebraska Brand,,,,,,,,,,,,,,Another .15lb beef chunks each,,,,DVE,"NRTS both so hungry hard to concentrate, after 1 target attempt and cash swiped toward it, only worked eye contact, both looking at food not me"
11/10/2023 16:58,Bobcat,John,Feeding/Observation,11/10/2023,4:45:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
11/10/2023 17:00,Red Fox,John,Feeding/Observation,11/10/2023,4:45:00 PM,,Yes,,,OTHER,,,,,,,,,,,,,,Beef chunks ,,,,DVE,NSF
11/10/2023 11:32,Bobcat,Miranda,Feeding/Observation,11/10/2023,10:45:00 AM,,Yes,,OTHER,,,,,,,,,,,,,,,About .05lb beefchunks each for enrichment in habitat,,,,DVE,NSF
11/10/2023 11:35,Red Fox,Miranda,Feeding/Observation,11/10/2023,9:20:00 AM,,No,Jamie ,,"Nebraska Brand, Fresh Vegetables",,,,,,,,,,,,,,"Tomatoes, red pepper, and a few baby carrots",,,,DVE,"Did not see sabre eat, saw jamie eat"
11/10/2023 11:29,Bobcat,Miranda,Feeding/Observation,11/10/2023,9:05:00 AM,,Yes,,,,OTHER,,,,,,,,,,,,,Beef stew chunks,,,,NRTS and Target TS. ,Both had two frontbpaws up when coming over then went to their spots and pacing in anticipation. Both great with eye contact on NR w food dish waist height. Target worked eye cotact w slight inching toward it w snout. Cash 1x lifted paw to it
11/9/2023 16:56,Bobcat,John,Feeding/Observation,11/9/2023,4:45:00 PM,,Yes,,,,,,Whole prey,,,,,,,,,,,,,,,DVE,NSF
11/9/2023 16:58,Red Fox,John,Feeding/Observation,11/9/2023,4:45:00 PM,,Yes,,,Whole prey,,,,,,,,,,,,,,,,,,DVE,NSF
11/9/2023 9:11,Red Fox,John,Feeding/Observation,11/9/2023,9:05:00 AM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
11/9/2023 9:10,Bobcat,John,Feeding/Observation,11/9/2023,9:00:00 AM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
11/8/2023 16:48,Bobcat,Krystal,Feeding/Observation,11/8/2023,4:45:00 PM,,Yes,,,,Chicken,,,,,,,,,,,,,,,,,DVE,NSF
11/8/2023 16:49,Red Fox,Krystal,Feeding/Observation,11/8/2023,4:40:00 PM,,Yes,,Fresh Fruit,Whole prey,,,,,,,,,,,,,,,,,,DVE,NSF
11/8/2023 16:48,Wolf,Krystal,Feeding/Observation,11/8/2023,2:00:00 PM,,Yes,,,,"Chicken, OTHER",,,,,,Whole prey,,Nebraska Brand,,,,,Assorted meats ,,,,DVE,NSF
11/8/2023 9:40,Red Fox,John,Feeding/Observation,11/8/2023,9:25:00 AM,,Yes,,"Fresh Vegetables, OTHER",Fish,,,,,,,,,,,,,,Omnivore diet,,,,DVE,NSF
11/8/2023 9:39,Bobcat,John,Feeding/Observation,11/8/2023,9:20:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
11/7/2023 17:15,Bobcat,Krystal,Feeding/Observation,11/7/2023,5:10:00 PM,,Yes,,,Chicken,,,,,,,,,,,,,,,,,,DVE,NSF
11/7/2023 17:15,Red Fox,Krystal,Feeding/Observation,11/7/2023,5:05:00 PM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
11/7/2023 9:25,Red Fox,Krystal,Feeding/Observation,11/7/2023,9:25:00 AM,,Yes,,Fresh Vegetables,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
11/7/2023 9:24,Bobcat,Krystal,Feeding/Observation,11/7/2023,9:20:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
11/6/2023 16:21,Bobcat,Tyler,Feeding/Observation,11/6/2023,4:05:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
11/6/2023 16:20,Red Fox,Tyler,Feeding/Observation,11/6/2023,4:00:00 PM,,Yes,,,"Nebraska Brand, Fresh Vegetables",,,,,,,,,,,,,,,,,,DVE,NSF
11/6/2023 9:14,Bobcat,Tyler,Feeding/Observation,11/6/2023,9:15:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
11/6/2023 9:07,Red Fox,Tyler,Feeding/Observation,11/6/2023,9:00:00 AM,,Yes,,Fresh Vegetables,Chicken,,,,,,,,,,,,,,,,,,DVE,NSF
11/5/2023 17:49,Bobcat,Miranda,Feeding/Observation,11/5/2023,4:37:00 PM,,Yes,,"Nebraska Brand, Whole prey",,OTHER,,,,,,,,,,,,,"About .4 lb steak, one small mouse carter, both got .1 lb NB each",,,,DVE,TS targets
11/5/2023 17:32,Red Fox,Miranda,Feeding/Observation,11/5/2023,4:30:00 PM,,Yes,,,,Chicken,,,,,,,,,,,,,,,,,DVE,NSF
11/5/2023 17:47,Bobcat,Miranda,Feeding/Observation,11/5/2023,9:20:00 AM,,Yes,,,Chicken,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,TS attention
11/5/2023 17:41,Red Fox,Miranda,Feeding/Observation,11/5/2023,9:00:00 AM,,Yes,,,"Nebraska Brand, Fresh Vegetables",,,,,,,,,,,,,,,,,,DVE,I think i put this into yesterdays date first? 
11/5/2023 17:28,Red Fox,Miranda,Feeding/Observation,11/4/2023,4:50:00 PM,,Yes,,,,Whole prey,,,,,,,,,,,,,.5 lb mice each,,,,DVE,"Jamie going nuts to eat, crying and climbing and scurrying by gate. I had to rend3r about .25lb vegetables as they peed in the dish. The other .25 from am was still there. He cached the mice to back of kennel, saw both eat"
11/5/2023 17:26,Bobcat,Miranda,Feeding/Observation,11/4/2023,4:45:00 PM,,Yes,,OTHER,,Nebraska Brand,,,,,,,,,,,,,NB and a few steak chunks,,,,DVE,Both distracted by jamie crying and pacing during session.
11/5/2023 17:23,Wolf,Miranda,Feeding/Observation,11/4/2023,2:00:00 PM,,Yes,,,,,,,,,,,OTHER,,Whole prey,Nebraska Brand,,,"15lb NB AND 5LB steak products and dser skin for ahuli and winema. 25lb NB and two deer legs for ela, yonah, and bodawayd ",,,,DVE,"Not sure how interested winema and ahuli were, looked to be actively eating. Ela and yonah dragging deer leg at some point"
11/4/2023 12:02,Red Fox,Miranda,Feeding/Observation,11/4/2023,10:15:00 AM,,Yes,,,"Nebraska Brand, Fresh Vegetables",,,,,,,,,,,,,,,,,,DVE,Jamie ate some NB and caching it. No visual on SABRE eating. She was out of kennel when i approached went in.
11/4/2023 11:57,Bobcat,Miranda,Feeding/Observation,11/4/2023,9:30:00 AM,,Yes,,OTHER,Nebraska Brand,,,,,,,,,,,,,,3 sm pcs deer lung each and .3lb NB ,,,,DVE,"Training, NR w Attention on me. Today both very hungry, pacing, carter climbed up fence 2x, ea time i stepped back and waited until on all fours. "
11/5/2023 17:31,Red Fox,Miranda,Feeding/Observation,11/4/2023,9:00:00 AM,,Yes,,,"Nebraska Brand, Fresh Vegetables",,,,,,,,,,,,,,Tomatoes and cucumber as veg.,,,,DVE,"Veg from yesterday gone. Jamie caching inthe secondary area, saw him eatnot sabra. Sabra left kennel and i cleaned poop out of it. "
11/3/2023 16:56,Bobcat,Krystal,Feeding/Observation,11/3/2023,4:55:00 PM,,Yes,,,"Chicken, OTHER",,,,,,,,,,,,,,,,,,DVE,NSF
11/3/2023 16:52,Red Fox,Krystal,Feeding/Observation,11/3/2023,4:50:00 PM,,Yes,,,,OTHER,,,,,,,,,,,,,Beef tips ,,,,DVE,NSF
11/3/2023 10:04,Red Fox,John,Feeding/Observation,11/3/2023,10:00:00 AM,,Yes,,,"Nebraska Brand, Fresh Vegetables",,,,,,,,,,,,,,,,,,DVE,NSF
11/3/2023 11:14,Red Fox,Krystal,Feeding/Observation,11/3/2023,10:00:00 AM,,Yes,,,Fresh Vegetables,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
11/3/2023 11:07,Bobcat,Miranda,Feeding/Observation,11/3/2023,9:15:00 AM,,Yes,,OTHER,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,"Training,both were immediately mewing to eat waiting, did well with eye contact overqll, a few times used hands.tong fed deer lung 2 sm pcs, carter at first spat then ate his, cash ate his no problem. Did a scatter toss of .25 each deer ribs w lung, bith went for it, not seen exactly how much eaten."
11/2/2023 16:50,Bobcat,Krystal,Feeding/Observation,11/2/2023,4:50:00 PM,,Yes,,,Whole prey,,,,,,,,,,,,,,,,,,DVE,NSF
11/2/2023 16:52,Red Fox,Krystal,Feeding/Observation,11/2/2023,4:45:00 PM,,Yes,,,Whole prey,,,,,,,,,,,,,,,,,,DVE,NSF
11/2/2023 10:12,Red Fox,Krystal,Feeding/Observation,11/2/2023,10:10:00 AM,,Yes,,,Fresh Vegetables,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
11/2/2023 10:11,Bobcat,Krystal,Feeding/Observation,11/2/2023,10:00:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
11/1/2023 16:59,Bobcat,Krystal,Feeding/Observation,11/1/2023,5:00:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
11/1/2023 17:00,Red Fox,Krystal,Feeding/Observation,11/1/2023,4:50:00 PM,,Yes,,,Fresh Vegetables,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
11/1/2023 15:25,Wolf,Krystal,Feeding/Observation,11/1/2023,2:00:00 PM,,Yes,,,,,,OTHER,,,,,,Nebraska Brand,,,,,2 deer legs,,,,DVE,NSF
11/1/2023 11:25,Bobcat,Miranda,Feeding/Observation,11/1/2023,10:30:00 AM,,Yes,,Chicken,,,,,,,,,,,,,,,"One total chicken leg each, on two separate feedings for RFment. 1x feeding together and carter swiped at cash for foo",,,,DVE,See other notes
11/1/2023 12:56,Red Fox,Krystal,Feeding/Observation,11/1/2023,9:20:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,Sabra ran in to kennel and would not come out. Placed her food with her. Jamie ate all his and most of hers. 
11/1/2023 9:50,Bobcat,Miranda,Feeding/Observation,11/1/2023,9:15:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NRTS. needed hand near eye about 65% of the time. Both vocalizing and heavy pacing before start of feed
10/31/2023 18:23,Bobcat,John,Feeding/Observation,10/31/2023,6:20:00 PM,,Yes,,,Chicken,,,,,,,,,,,,,,,,,,DVE,NSF
10/31/2023 18:01,Red Fox,John,Feeding/Observation,10/31/2023,6:00:00 PM,,Yes,,Whole prey,,,,,,,,,,,,,,,,,,,DVE,NSF
10/31/2023 15:05,Bobcat,Miranda,Feeding/Observation,10/31/2023,12:10:00 PM,,No,Cash,Chicken,,,,,,,,,,,,,,,,,,,"For enrichment, dve",NSF
10/31/2023 15:00,Bobcat,Miranda,Feeding/Observation,10/31/2023,9:00:00 AM,,Yes,,,"Nebraska Brand, OTHER",,,,,,,,,,,,,,.25 lb beef chunks too,,,,DVE,"NR TS. this tie needed more of my hand going toward my head for closer to direct eye contact,bith were watchingfood. Stepped back and lrs 1x when carter climbing. O ly cont forward when all four paws on ground.  "
10/30/2023 19:24,Bobcat,Miranda,Feeding/Observation,10/30/2023,5:30:00 PM,,Yes,,,"Nebraska Brand, OTHER",,,,,,,,,,,,,,.25 lb NB and beef stew chunks each,,,,DVE,"Training: both climbing in beginning. Lrs with every climb then came up. B9th went to their sides. Fed out all NB first, cont with eye contact and NR least amount of times so far that i had to use hand near my eyes to direct their eye contact, much better not just looking at food dish. Used dishes this time to place food in"
10/30/2023 9:59,Bobcat,Krystal,Feeding/Observation,10/30/2023,9:30:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
10/29/2023 15:35,Bobcat,Tyler,Feeding/Observation,10/29/2023,3:30:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
10/28/2023 15:23,Bobcat,Tyler,Feeding/Observation,10/28/2023,3:00:00 PM,,Yes,,,"Chicken, OTHER",,,,,,,,,,,,,,Meat chunks,,,,DVE,NSF
10/28/2023 15:22,Wolf,Tyler,Feeding/Observation,10/28/2023,2:00:00 PM,,Yes,,,,,,,,,,,"Nebraska Brand, Whole prey",,,,,,,,,,DVE,NSF
10/28/2023 9:25,Bobcat,Tyler,Feeding/Observation,10/28/2023,9:00:00 AM,,Yes,,,,,Nebraska Brand,,,,,,,,,,,,,,,,DVE,NSF
10/27/2023 19:18,Bobcat,Krystal,Feeding/Observation,10/27/2023,7:15:00 PM,,Yes,,,,Chicken,,,,,,,,,,,,,,,,,DVE,NSF
10/27/2023 9:22,Bobcat,Miranda,Feeding/Observation,10/27/2023,8:50:00 AM,,Yes,,Nebraska Brand,,OTHER,,,,,,,,,,,,,About 3.5lb Beef stew and .1 of NB,,,,DVE,"Training, bith distracted to sound and other ranger walking from the nature center but vame back"
10/26/2023 11:55,Bobcat,Miranda,Feeding/Observation,10/26/2023,9:00:00 AM,,Yes,,,Chicken,,,,,,,,,,,,,,"About .3 lb chicken cut up, bones at end",,,,DVE,"Training, this time applying name before the verbal here. Did muche better w various distractions. Carter climbing inbeginning and cash clumbing when reaching for chicken, lrs, calmed down later"
10/25/2023 19:58,Bobcat,John,Feeding/Observation,10/25/2023,6:20:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
10/25/2023 14:40,Wolf,Krystal,Feeding/Observation,10/25/2023,2:00:00 PM,,Yes,,,,,,,,,,,,"Nebraska Brand, OTHER",,,,,Assorted meat and pumpkins,,,,DVE,NSF
10/25/2023 15:12,Bobcat,Miranda,Feeding/Observation,10/25/2023,9:20:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,"Both ready to eat. Worked on attention and putting attetion under stimulus control. Will begin applying name rec. Carter good with target 2x, gave 3 ball Nb each time. Cash still reaching even w crate barrier so put up chicken wire to see how he does tomorrow. ",,,,DVE,See observations section
10/24/2023 16:34,Bobcat,Krystal,Feeding/Observation,10/24/2023,4:25:00 PM,,Yes,,,,,,Whole prey,,,,,,,,,,,,,,,DVE,NSF
10/23/2023 19:47,Bobcat,Miranda,Feeding/Observation,10/23/2023,5:40:00 PM,,Yes,,,,OTHER,,,,,,,,,,,,,Beef stew chunks,,,,DVE,"Training, used crate front as barrier for introducing targets, cash alsmost went to reach/swipe at it at first, carter avoided and left before coming back to eat in front of it, then both did well. Worked on eye contact with me and not food, putting them looking away and back towards me under stimulus control. Both ate from tongs well. Cash 1x put paw on fence while leaning head ito fence to get pc. "
10/23/2023 9:18,Bobcat,Krystal,Feeding/Observation,10/23/2023,9:15:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
10/22/2023 19:32,Bobcat,Miranda,Feeding/Observation,10/22/2023,6:40:00 PM,,Yes,,OTHER,,,,,,,,,,,,,,,One chicken foot,,,,DVE,"Cash great eye contact and got foot, carter in corner and did not come up until heard cash crunching"
10/22/2023 19:31,Bobcat,Miranda,Feeding/Observation,10/22/2023,6:30:00 PM,,Yes,,OTHER,Nebraska Brand,,,,,,,,,,,,,,.3 lb NB and 1 quail egg each,,,,DVE,"Training: eye contact, tried to put under stim control when they looked away for dog barking. Much better with me standing than sitting/crouched"
10/22/2023 12:20,Bobcat,Miranda,Feeding/Observation,10/22/2023,11:20:00 AM,,Yes,,,Chicken,,,,,,,,,,,,,,,,,,DVE,NSF
10/21/2023 19:35,Bobcat,Miranda,Feeding/Observation,10/21/2023,6:30:00 PM,,Yes,,,"Nebraska Brand, Chicken",,,,,,,,,,,,,,,,,,DVE,"Training, ate off tongs well. Cash at first not going to his side. Worked more direct eye contact. Still needed to put hand w o food by face so they would stop looking at food dish. "
10/21/2023 9:13,Bobcat,John,Feeding/Observation,10/21/2023,9:00:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
10/20/2023 18:59,Bobcat,Krystal,Feeding/Observation,10/20/2023,6:50:00 PM,,Yes,,,Nebraska Brand,Chicken,,,,,,,,,,,,,,,,,DVE,NSF
10/19/2023 19:37,Bobcat,Miranda,Feeding/Observation,10/19/2023,6:35:00 PM,,Yes,,OTHER,,,,,,,,,,,,,,,1 chicken foot each,,,,DVE,"Training: did 'HERE' verbal with just hand, looked up to me, then rf with the chicken foot, both did well"
10/19/2023 19:36,Bobcat,Miranda,Feeding/Observation,10/19/2023,5:45:00 PM,,Yes,,"Fish, OTHER",Nebraska Brand,,,,,,,,,,,,,,".3 lb NB ea., 1 chicken foot each, 1 lake smelt offered each, only cash ate his",,,,DVE,"Training, worked eye contact, had food next to corner of eye with right hand, gave verbal 'here'. Started using hand wo food in it and did well. Both tracking food throughout. Both started reaching to touch/ grab their targets. Took approximation back to barely moving toward them and they have neutralresponse. "
